ID,Education,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Living_Status,Total_Promos_accep,Age,Total_Consumption,Total_Num_Purchases,Seniority
7761,Undergraduate,38702.0,1,0,71,6,0,Partner,0,36,109,9,24
5278,Graduate,82224.0,0,0,83,3,0,Partner,1,50,902,21,12
3560,Graduate,83844.0,0,0,57,1,0,Partner,1,62,1574,20,13
7235,Undergraduate,17003.0,1,0,37,5,0,Partner,0,39,38,9,16
10548,Graduate,71163.0,0,0,30,1,0,Alone,0,19,960,24,4
2281,Graduate,33697.0,1,0,34,7,0,Alone,1,44,28,4,16
4073,Undergraduate,63564.0,0,0,0,6,0,Partner,1,60,1215,28,12
6974,Postgraduate,83443.0,0,0,89,2,0,Partner,0,42,1497,22,13
7938,Postgraduate,51518.0,0,1,92,3,0,Partner,0,56,449,17,22
7094,Graduate,58330.0,0,1,87,4,0,Alone,0,39,1064,24,13
3667,Graduate,80952.0,0,0,20,8,0,Partner,3,45,1757,25,23
7723,Graduate,75507.0,0,0,56,3,0,Partner,0,35,1440,21,11
3870,Undergraduate,63855.0,0,0,28,4,0,Partner,0,36,1006,24,16
4012,Postgraduate,62220.0,0,1,55,6,0,Partner,0,42,1226,23,26
5909,Graduate,58512.0,0,1,25,8,0,Partner,0,50,1171,20,16
10470,Postgraduate,40662.0,1,0,0,4,0,Partner,0,35,92,8,22
6488,Postgraduate,38829.0,0,1,86,5,0,Partner,0,55,99,8,7
10270,Undergraduate,35523.0,1,0,8,7,0,Partner,0,33,66,8,22
6887,Graduate,79146.0,1,1,33,6,0,Alone,0,47,564,19,9
6406,Postgraduate,78285.0,0,0,13,3,0,Partner,0,26,1427,21,15
7573,Postgraduate,31626.0,1,0,12,7,0,Alone,1,36,86,6,15
4508,Graduate,75127.0,0,0,92,1,0,Alone,0,62,833,19,8
221,Graduate,48726.0,0,1,90,6,0,Partner,0,59,242,12,21
5331,Graduate,74985.0,0,0,8,2,0,Partner,0,37,1869,17,26
1911,Graduate,67430.0,0,0,6,6,0,Partner,0,27,1364,29,32
20,Undergraduate,46891.0,0,1,91,4,0,Partner,0,49,183,8,24
8786,Postgraduate,62058.0,0,1,52,6,0,Partner,0,58,450,18,20
10582,Graduate,72063.0,0,1,3,2,0,Partner,0,35,758,21,22
1915,Postgraduate,78939.0,0,0,57,3,0,Partner,0,63,1507,20,13
8897,Graduate,42720.0,1,1,9,8,0,Alone,0,49,654,25,21
2371,Graduate,33622.0,1,1,22,7,0,Partner,0,42,81,9,21
4303,Postgraduate,6835.0,0,1,76,20,0,Partner,0,57,137,1,29
6825,Graduate,41452.0,1,1,86,7,0,Partner,0,61,16,4,19
1072,Postgraduate,40760.0,0,1,64,6,0,Alone,0,49,93,8,17
4964,Postgraduate,74250.0,0,0,90,1,0,Partner,0,56,1158,18,12
2461,Postgraduate,51124.0,1,1,79,3,0,Alone,0,59,43,6,13
10736,Graduate,72258.0,0,1,28,2,0,Alone,0,43,1525,22,13
3194,Postgraduate,71466.0,0,0,86,1,0,Alone,0,40,1230,19,8
10839,Graduate,36283.0,1,1,42,4,0,Partner,0,38,29,6,9
49,Graduate,20587.0,1,0,39,7,0,Alone,0,44,25,5,2
4290,Graduate,30467.0,1,0,8,7,0,Partner,0,42,24,4,10
10219,Graduate,31590.0,1,0,40,8,0,Partner,0,42,38,5,19
4211,Undergraduate,20425.0,1,0,5,7,0,Partner,0,28,57,7,27
1135,Postgraduate,17144.0,1,1,96,7,0,Partner,0,54,47,12,11
6299,Postgraduate,42564.0,0,1,28,7,0,Alone,1,46,813,24,23
10846,Postgraduate,43783.0,1,0,22,7,0,Partner,1,36,629,22,8
347,Graduate,40780.0,0,1,30,9,0,Alone,0,38,377,17,29
6543,Postgraduate,62847.0,0,0,45,2,0,Partner,0,69,1612,14,24
10446,Postgraduate,82017.0,0,0,58,2,0,Partner,3,57,729,17,30
3479,Graduate,16813.0,0,0,49,7,0,Alone,1,64,50,6,18
11075,Graduate,51267.0,1,1,37,4,0,Partner,0,36,270,15,15
4442,Graduate,46524.0,0,1,70,3,0,Alone,0,53,177,9,20
199,Postgraduate,45183.0,0,0,33,7,0,Alone,1,52,315,13,24
6722,Postgraduate,70421.0,0,1,98,6,0,Partner,0,60,767,23,7
796,Undergraduate,60161.0,0,1,17,8,0,Alone,0,49,1071,26,27
3749,Graduate,73926.0,0,0,54,3,0,Partner,0,41,1580,24,23
8523,Graduate,19329.0,1,0,39,8,0,Partner,0,46,60,10,13
310,Postgraduate,61872.0,0,1,81,4,0,Partner,0,44,573,21,13
8629,Graduate,46984.0,1,1,71,5,0,Alone,0,58,41,5,22
236,Graduate,34838.0,1,1,62,6,0,Partner,0,63,170,10,24
9930,Postgraduate,82716.0,0,0,8,2,0,Alone,0,70,1167,28,20
3483,Graduate,48192.0,0,0,76,8,0,Partner,3,56,1526,25,19
4599,Postgraduate,49681.0,0,2,66,7,0,Partner,0,38,458,21,21
7326,Postgraduate,56850.0,0,1,83,2,0,Partner,0,43,63,6,10
7352,Graduate,55267.0,0,1,28,3,0,Partner,0,57,405,17,15
2350,Graduate,59666.0,1,1,87,8,0,Partner,1,42,1027,20,22
9145,Graduate,72504.0,0,1,43,2,0,Alone,0,42,1478,22,19
2964,Graduate,26872.0,0,0,0,6,0,Partner,0,33,72,5,15
5585,Graduate,21359.0,1,0,1,8,0,Alone,0,42,48,7,21
9687,Graduate,73170.0,0,0,1,2,0,Alone,0,39,726,16,8
3732,Postgraduate,52750.0,0,1,72,4,0,Partner,0,59,860,27,21
6303,Postgraduate,91820.0,0,0,72,1,0,Partner,0,28,1497,22,14
11176,Postgraduate,65968.0,0,1,12,3,0,Partner,0,44,495,18,1
2986,Graduate,30772.0,1,1,89,6,0,Partner,0,38,20,4,1
7462,Graduate,22507.0,0,0,67,9,0,Alone,0,60,570,19,26
3900,Graduate,65685.0,0,1,54,5,0,Partner,0,42,769,21,10
7034,Undergraduate,25804.0,1,0,34,8,0,Partner,0,36,55,7,24
9493,Postgraduate,76412.0,0,0,15,3,0,Alone,2,34,1808,18,20
1143,Graduate,22063.0,1,0,43,7,0,Partner,0,42,55,7,17
1,Graduate,57091.0,0,0,0,5,0,Alone,1,53,577,18,7
3855,Graduate,22419.0,0,0,74,8,0,Partner,0,51,162,8,21
5536,Graduate,87771.0,0,1,61,6,0,Partner,4,55,1957,20,20
5989,Undergraduate,78353.0,0,1,51,8,0,Alone,0,55,1576,24,21
9499,Graduate,93404.0,1,2,97,5,0,Partner,2,60,1616,17,18
6768,Graduate,37859.0,1,2,75,8,0,Alone,0,52,36,6,13
2150,Postgraduate,80995.0,0,1,83,4,0,Alone,0,56,1482,22,14
6646,Graduate,16529.0,1,0,23,6,0,Partner,0,30,22,5,12
4887,Postgraduate,55412.0,1,1,65,5,0,Alone,0,38,63,6,14
8560,Graduate,48789.0,0,0,94,6,0,Alone,0,22,680,18,27
3321,Postgraduate,56575.0,0,2,42,5,0,Partner,0,47,542,20,20
11003,Undergraduate,25130.0,1,0,10,7,0,Partner,0,34,50,7,23
10402,Graduate,35441.0,1,1,94,8,0,Partner,0,47,39,6,23
9904,Graduate,71391.0,0,1,50,3,0,Partner,0,58,1043,28,22
6141,Postgraduate,49494.0,1,0,46,7,0,Alone,0,42,385,14,21
5687,Graduate,81702.0,0,0,98,3,0,Alone,0,34,1633,27,28
10856,Undergraduate,45889.0,0,1,42,6,0,Alone,0,34,46,5,23
5121,Graduate,56628.0,0,1,30,5,0,Alone,1,37,761,20,10
4186,Graduate,34026.0,1,1,11,5,0,Partner,0,64,76,9,20
368,Graduate,40049.0,0,1,61,5,0,Partner,0,40,290,14,26
3312,Graduate,34176.0,1,0,12,6,0,Alone,0,26,89,11,1
11121,Graduate,19419.0,1,0,76,9,0,Partner,0,33,70,11,27
5332,Undergraduate,82504.0,0,0,2,1,0,Partner,0,54,1066,17,18
5848,Graduate,81205.0,0,0,43,2,0,Partner,3,44,2009,19,12
10343,Undergraduate,61618.0,0,0,27,3,0,Alone,0,23,1345,19,28
5935,Postgraduate,55284.0,0,1,60,5,0,Alone,0,58,764,23,25
2895,Graduate,49980.0,0,1,79,5,0,Alone,0,51,195,11,15
10262,Graduate,15072.0,2,0,96,5,0,Partner,0,34,53,11,15
7848,Graduate,49166.0,0,1,17,6,0,Alone,0,40,368,13,19
9477,Postgraduate,65324.0,0,1,0,4,0,Partner,0,60,544,20,2
4856,Undergraduate,82347.0,0,0,38,3,0,Partner,2,57,1853,25,31
7186,Postgraduate,30843.0,1,1,43,5,0,Partner,1,48,35,6,8
5794,Postgraduate,46374.0,0,1,1,8,0,Partner,2,40,446,18,10
1456,Graduate,60474.0,0,1,25,7,0,Alone,0,35,1180,31,24
4877,Postgraduate,38576.0,0,1,2,7,0,Partner,0,41,41,5,9
425,Graduate,55357.0,2,0,66,5,0,Partner,0,29,727,22,23
3007,Graduate,37758.0,1,1,49,8,0,Partner,0,48,40,6,33
1031,Undergraduate,85710.0,0,0,5,2,0,Partner,1,25,1062,26,20
4297,Graduate,23228.0,1,0,71,8,0,Partner,0,45,40,7,12
807,Postgraduate,44602.0,1,1,35,8,0,Partner,0,45,292,17,11
9553,Graduate,7500.0,0,0,94,6,0,Partner,0,27,15,4,16
4271,Undergraduate,38683.0,1,0,80,7,0,Partner,0,25,341,17,33
4120,Undergraduate,49514.0,1,0,61,7,0,Alone,0,39,369,13,13
2036,Postgraduate,57906.0,0,1,29,4,0,Partner,0,41,401,17,14
115,Postgraduate,43456.0,0,1,0,5,0,Alone,0,48,393,17,22
4259,Postgraduate,19485.0,2,0,80,7,0,Alone,0,28,10,4,16
8687,Graduate,53172.0,0,1,54,3,0,Partner,0,36,486,16,19
2447,Graduate,30545.0,1,0,71,7,0,Partner,0,35,69,7,27
10140,Postgraduate,70123.0,0,0,27,3,0,Partner,2,31,1727,17,16
9353,Graduate,62450.0,0,1,61,3,0,Alone,1,55,995,16,7
3623,Graduate,21675.0,1,0,55,7,0,Partner,0,38,45,10,2
738,Undergraduate,42395.0,1,1,35,7,0,Alone,0,33,182,12,9
7631,Postgraduate,61346.0,1,0,34,3,0,Partner,0,36,989,23,19
4789,Graduate,80812.0,0,0,95,2,0,Partner,3,61,1677,18,16
773,Postgraduate,42835.0,1,1,64,6,0,Alone,0,43,595,23,19
10602,Graduate,39922.0,1,0,30,8,0,Partner,0,31,156,9,23
1446,Postgraduate,86424.0,0,0,12,1,0,Alone,0,58,1226,28,8
3270,Undergraduate,17117.0,1,0,96,9,0,Partner,0,36,128,11,24
8443,Graduate,24762.0,1,0,16,8,0,Alone,1,42,86,9,3
9653,Graduate,35797.0,0,1,16,8,0,Partner,0,39,68,7,27
8916,Graduate,36627.0,2,0,78,5,0,Alone,0,39,16,4,18
8017,Undergraduate,51111.0,1,1,83,6,0,Partner,0,33,55,7,7
5830,Postgraduate,86857.0,0,0,96,2,0,Alone,0,42,2114,22,25
4597,Postgraduate,82072.0,0,0,67,1,0,Partner,0,44,2018,19,23
7023,Postgraduate,46231.0,2,1,87,9,0,Alone,0,61,263,15,26
8086,Graduate,42243.0,1,1,34,7,0,Partner,0,55,55,7,14
8825,Graduate,51195.0,1,1,46,8,0,Partner,0,52,564,24,24
2930,Postgraduate,68092.0,0,0,7,5,0,Alone,0,36,1281,20,13
1928,Graduate,31814.0,1,0,73,9,0,Partner,1,41,83,7,16
7108,Postgraduate,51390.0,1,1,54,5,0,Alone,0,49,353,18,29
10925,Graduate,76630.0,0,0,93,1,0,Partner,0,31,1003,25,12
9960,Undergraduate,26868.0,1,0,52,7,0,Alone,0,23,14,4,9
8800,Postgraduate,48948.0,0,0,53,6,0,Alone,1,71,902,24,24
9224,Postgraduate,55260.0,0,1,81,6,0,Alone,0,42,1139,25,25
5519,Graduate,64090.0,0,1,8,5,0,Partner,0,58,797,20,18
5046,Graduate,78331.0,0,1,97,4,0,Alone,0,56,1638,25,12
7037,Postgraduate,37087.0,1,0,50,6,0,Partner,0,40,401,17,14
905,Graduate,21846.0,1,0,38,8,0,Alone,0,28,84,11,15
8624,Graduate,81320.0,0,0,61,2,0,Partner,0,56,928,18,19
8945,Graduate,54137.0,0,1,46,6,0,Alone,0,44,203,11,17
6445,Graduate,66825.0,0,0,73,2,0,Partner,0,47,858,16,18
2727,Graduate,57100.0,0,0,19,3,0,Partner,0,41,409,13,21
6404,Graduate,58917.0,1,2,10,5,0,Partner,0,45,282,16,22
11074,Graduate,85072.0,0,0,94,0,0,Alone,0,37,1423,18,4
10150,Graduate,86429.0,0,0,10,2,0,Alone,1,53,1449,18,14
1968,Graduate,45684.0,1,0,37,7,0,Alone,0,43,28,4,23
6534,Graduate,47889.0,1,0,94,5,0,Partner,0,40,67,6,9
9485,Postgraduate,45921.0,0,0,23,4,0,Partner,0,28,199,10,3
7053,Postgraduate,78420.0,0,0,75,1,0,Alone,0,48,1453,22,19
4654,Graduate,75114.0,0,0,40,2,0,Partner,0,22,1253,19,18
9760,Postgraduate,52278.0,0,1,24,8,0,Alone,0,51,1198,31,24
1048,Postgraduate,35641.0,1,0,11,7,0,Partner,0,42,178,10,18
10619,Graduate,95529.0,0,0,29,3,0,Alone,1,20,1990,18,34
9308,Graduate,62820.0,0,0,51,1,0,Partner,0,60,976,14,14
10505,Postgraduate,73113.0,0,0,86,2,0,Partner,0,54,1001,15,13
8362,Postgraduate,84169.0,0,0,9,3,0,Partner,2,32,1919,20,18
2625,Undergraduate,42607.0,0,1,30,3,0,Alone,0,60,350,14,14
4637,Postgraduate,74637.0,0,0,73,3,0,Alone,1,60,1650,25,20
9972,Postgraduate,46015.0,1,1,25,7,0,Partner,2,59,46,5,9
4483,Graduate,72354.0,0,0,67,1,0,Alone,0,21,1228,19,21
4487,Postgraduate,39858.0,1,0,67,6,0,Alone,0,45,95,7,24
4988,Postgraduate,34469.0,1,1,58,4,0,Partner,0,66,62,9,9
8931,Graduate,83033.0,1,0,82,5,0,Partner,1,28,1761,26,8
5871,Postgraduate,24401.0,0,0,98,8,0,Partner,0,35,467,16,29
2008,Graduate,77583.0,0,0,93,2,0,Partner,1,36,1149,19,3
3139,Undergraduate,74116.0,0,0,53,2,0,Alone,1,32,2052,19,13
10037,Graduate,74293.0,0,0,66,2,0,Alone,0,21,1127,16,9
10673,Postgraduate,68397.0,0,1,6,3,0,Partner,0,38,1416,21,14
5303,Postgraduate,79632.0,0,0,42,2,0,Partner,0,40,1113,20,5
538,Graduate,46107.0,1,0,78,3,0,Alone,0,25,125,7,3
7922,Postgraduate,64950.0,0,1,29,7,0,Alone,1,63,966,25,25
5692,Undergraduate,25443.0,1,0,82,8,0,Partner,0,25,32,5,25
4843,Graduate,75127.0,0,0,92,1,0,Alone,0,62,833,19,8
6383,Postgraduate,32892.0,1,0,78,8,0,Partner,0,43,46,8,8
1628,Graduate,71796.0,0,0,54,4,0,Partner,0,43,960,17,15
1204,Postgraduate,67536.0,0,1,45,8,0,Partner,1,44,1829,30,20
3673,Graduate,55239.0,0,1,59,5,0,Alone,0,43,779,26,18
760,Postgraduate,60554.0,1,0,8,6,0,Alone,0,39,811,23,16
8957,Undergraduate,64831.0,1,1,51,6,0,Alone,0,62,1120,22,15
4128,Postgraduate,56067.0,0,1,51,5,0,Partner,0,52,725,20,18
6810,Graduate,82025.0,0,0,76,1,0,Alone,1,31,1187,12,20
5386,Graduate,94384.0,0,0,62,2,0,Partner,3,61,2302,18,21
8700,Undergraduate,14906.0,0,0,86,7,0,Alone,0,28,66,9,25
3202,Postgraduate,51563.0,0,0,60,8,0,Partner,2,27,1250,19,36
1328,Undergraduate,57937.0,0,1,56,3,0,Partner,0,32,683,20,11
8405,Graduate,68274.0,1,1,83,3,0,Alone,0,35,305,13,16
6515,Graduate,39771.0,1,0,92,4,0,Partner,0,37,50,6,19
2882,Undergraduate,67893.0,0,1,31,8,0,Alone,0,39,995,16,36
7574,Postgraduate,27922.0,1,0,80,4,0,Partner,0,35,41,6,3
6387,Postgraduate,52190.0,1,1,39,5,0,Partner,1,38,77,9,5
5320,Postgraduate,44051.0,1,1,20,6,0,Alone,0,41,171,12,24
5048,Postgraduate,42767.0,2,0,53,8,0,Alone,0,43,131,7,14
8146,Postgraduate,46106.0,1,1,84,6,0,Partner,0,38,54,5,2
10031,Postgraduate,16927.0,1,1,50,8,0,Partner,0,38,53,12,15
5748,Graduate,59754.0,0,1,96,5,0,Partner,0,49,475,16,36
2134,Graduate,53700.0,0,1,94,5,0,Alone,0,62,694,22,29
1523,Graduate,59041.0,1,1,25,5,0,Partner,0,41,96,8,6
9665,Postgraduate,54237.0,0,1,48,6,0,Alone,0,57,361,16,21
4640,Graduate,70647.0,0,1,65,2,0,Alone,0,47,1079,26,28
3635,Postgraduate,52597.0,0,1,69,5,0,Alone,0,52,578,20,6
3547,Postgraduate,41021.0,1,0,12,6,0,Partner,0,45,64,7,25
2456,Postgraduate,40233.0,0,1,84,6,0,Partner,0,39,149,13,15
5633,Graduate,50183.0,1,1,47,5,0,Partner,0,34,231,17,7
7801,Graduate,54753.0,0,1,87,4,0,Partner,0,55,728,21,13
10489,Graduate,92955.0,0,0,35,2,0,Partner,2,41,1778,23,17
7011,Graduate,33471.0,1,0,47,7,0,Partner,0,41,93,10,25
2620,Postgraduate,34596.0,1,0,48,8,0,Partner,0,40,23,4,21
3933,Graduate,44010.0,1,0,46,9,0,Partner,0,34,662,24,27
10981,Graduate,84219.0,0,0,27,1,0,Partner,0,26,1198,18,11
1734,Postgraduate,40706.0,2,1,37,7,0,Partner,0,46,81,11,24
10995,Undergraduate,15716.0,1,0,8,8,1,Partner,0,26,92,10,25
6357,Undergraduate,59052.0,0,1,29,5,0,Alone,0,55,491,18,14
9209,Postgraduate,80573.0,0,0,85,2,0,Partner,0,43,1564,24,27
10286,Graduate,83715.0,0,0,2,0,0,Partner,0,52,926,24,10
2611,Postgraduate,82576.0,0,0,66,1,0,Partner,1,55,1910,19,36
1600,Postgraduate,56962.0,2,1,60,7,0,Partner,0,49,411,21,14
3308,Graduate,35704.0,1,1,54,4,0,Partner,0,62,94,9,10
5407,Graduate,53103.0,0,1,70,7,0,Partner,1,60,1085,28,13
2166,Undergraduate,46779.0,1,1,55,4,0,Alone,0,54,23,4,13
3955,Graduate,4861.0,0,0,20,14,0,Alone,0,49,6,0,7
6634,Postgraduate,33462.0,1,0,78,7,0,Alone,0,35,54,6,18
3056,Graduate,63693.0,0,1,63,6,0,Alone,0,36,1150,29,15
5718,Graduate,80763.0,0,0,17,3,0,Partner,2,64,1415,23,17
6872,Postgraduate,65352.0,0,1,43,4,0,Partner,0,40,405,16,17
8164,Postgraduate,82170.0,0,0,13,2,0,Partner,0,36,1908,19,14
4580,Graduate,75759.0,0,0,46,5,0,Partner,3,45,2486,26,15
9305,Undergraduate,79689.0,0,0,65,2,0,Alone,0,38,1315,27,13
453,Postgraduate,35340.0,1,1,1,5,0,Alone,0,58,45,7,7
8545,Graduate,85683.0,0,0,6,1,0,Alone,4,60,1789,17,10
9850,Undergraduate,24884.0,1,0,32,7,0,Partner,0,42,19,4,26
7378,Postgraduate,42021.0,1,0,34,9,0,Partner,1,33,573,22,29
7646,Graduate,64449.0,1,0,70,4,0,Alone,0,25,805,24,11
1640,Graduate,64587.0,1,1,49,3,0,Alone,0,60,108,8,7
5184,Graduate,34824.0,0,0,65,6,0,Alone,0,19,23,4,10
8492,Graduate,75437.0,0,0,25,6,0,Partner,1,36,1493,23,16
11188,Graduate,26091.0,1,1,84,5,0,Partner,0,57,89,9,11
1212,Graduate,52845.0,1,0,7,6,0,Partner,1,41,936,25,17
9097,Graduate,46086.0,0,1,34,4,0,Alone,0,58,343,16,22
10473,Postgraduate,78028.0,0,1,38,7,0,Alone,2,58,528,20,27
7962,Postgraduate,95169.0,0,0,1,1,0,Alone,2,27,1901,12,16
9984,Undergraduate,56337.0,1,1,25,8,0,Partner,2,33,724,22,22
5527,Graduate,22434.0,1,0,25,8,0,Partner,0,27,58,7,23
6374,Postgraduate,36930.0,0,1,50,8,0,Partner,0,60,297,16,20
7453,Graduate,36130.0,0,1,46,4,0,Alone,1,60,488,21,23
8952,Postgraduate,65569.0,0,1,96,3,0,Partner,0,61,859,23,32
241,Graduate,83844.0,0,0,57,1,0,Partner,1,62,1574,20,13
8975,Graduate,19514.0,1,1,47,8,0,Partner,1,46,69,10,12
6119,Postgraduate,36736.0,1,1,52,6,0,Alone,0,51,17,4,15
5236,Graduate,77568.0,0,1,30,5,0,Partner,3,35,2194,21,29
5723,Postgraduate,49187.0,0,1,63,2,0,Partner,0,38,116,8,2
1710,Graduate,30168.0,1,0,51,9,0,Alone,0,36,279,18,18
1970,Postgraduate,34053.0,0,1,14,8,0,Partner,0,46,103,7,27
5313,Postgraduate,38196.0,1,1,20,5,0,Partner,0,43,44,9,9
10634,Postgraduate,59412.0,0,0,56,3,0,Partner,0,63,406,15,9
7010,Undergraduate,70924.0,0,0,41,3,0,Partner,1,49,1363,20,6
8562,Graduate,54165.0,0,0,72,2,0,Partner,0,45,236,11,20
3158,Graduate,32300.0,1,0,1,8,0,Partner,0,41,39,5,22
4436,Graduate,20180.0,0,0,27,7,0,Alone,0,38,137,8,23
5287,Graduate,34961.0,1,0,77,7,0,Partner,0,41,79,10,7
2445,Postgraduate,28440.0,1,0,87,8,0,Partner,0,40,63,6,18
6059,Postgraduate,64504.0,1,2,81,7,0,Partner,0,61,1314,25,21
4550,Postgraduate,33564.0,0,1,51,5,0,Partner,0,48,71,6,7
4240,Graduate,17345.0,1,0,79,8,0,Partner,0,36,58,7,34
8911,Postgraduate,56320.0,0,1,11,4,0,Partner,0,47,702,21,17
3706,Graduate,28647.0,1,0,54,7,0,Alone,1,36,94,7,17
3628,Undergraduate,15038.0,1,0,93,9,0,Alone,0,27,80,7,24
10175,Postgraduate,32173.0,0,1,0,4,0,Alone,0,56,22,5,24
8985,Undergraduate,68316.0,0,1,54,6,0,Partner,0,50,1211,32,33
5204,Graduate,74538.0,0,0,21,3,0,Partner,1,43,1461,22,19
9220,Graduate,91700.0,0,0,58,3,0,Alone,0,43,1968,20,24
9888,Graduate,68695.0,0,0,3,2,0,Partner,0,45,1091,16,7
5263,Undergraduate,31056.0,1,0,99,8,0,Partner,0,37,55,5,24
1020,Graduate,79593.0,0,0,70,2,0,Partner,1,41,1366,19,1
9503,Graduate,28071.0,0,0,65,8,0,Alone,0,34,313,13,29
10613,Postgraduate,37334.0,1,1,44,4,0,Partner,0,56,62,11,11
67,Postgraduate,46423.0,1,1,6,7,0,Alone,0,42,92,9,16
6019,Postgraduate,37126.0,1,0,9,6,0,Partner,1,43,72,6,10
5863,Graduate,47703.0,0,1,95,5,0,Partner,0,61,655,21,20
3717,Graduate,61180.0,0,1,70,3,0,Partner,1,55,704,18,9
6730,Graduate,38998.0,1,1,92,8,1,Partner,0,60,54,8,34
10749,Graduate,8028.0,0,0,62,19,0,Alone,0,23,178,16,28
4998,Graduate,76081.0,0,0,85,2,0,Partner,1,52,1033,14,8
6287,Graduate,34728.0,1,0,2,6,0,Partner,0,28,36,5,18
5985,Postgraduate,33168.0,0,1,0,7,0,Alone,0,49,122,10,27
4754,Postgraduate,33585.0,0,1,91,4,0,Partner,0,48,122,7,16
4002,Postgraduate,77037.0,0,1,3,3,0,Partner,0,54,1123,27,15
8870,Graduate,35196.0,1,0,68,8,0,Partner,0,30,497,18,26
966,Graduate,44529.0,0,1,98,5,0,Partner,1,48,691,25,20
4767,Undergraduate,70924.0,0,0,41,3,0,Partner,1,49,1363,20,6
9725,Postgraduate,28764.0,1,1,16,8,0,Partner,1,48,12,4,8
4475,Postgraduate,69098.0,0,0,82,5,0,Partner,0,65,2440,25,23
5740,Undergraduate,25959.0,1,1,1,6,0,Alone,0,44,56,7,23
5731,Postgraduate,27100.0,1,0,64,7,0,Partner,0,31,37,5,20
7290,Graduate,70596.0,0,0,68,2,0,Alone,0,29,968,21,32
3846,Graduate,42557.0,0,1,98,8,0,Partner,0,40,270,15,29
8104,Postgraduate,53312.0,0,0,32,7,0,Partner,0,63,278,12,16
4507,Graduate,72228.0,0,0,87,3,0,Alone,0,62,1250,22,26
11013,Graduate,67605.0,0,0,84,1,0,Partner,0,27,938,17,22
4491,Postgraduate,62845.0,1,1,3,8,0,Partner,1,65,1178,28,36
3759,Graduate,65196.0,0,2,34,5,0,Partner,1,56,1155,26,18
1162,Postgraduate,42000.0,0,0,23,5,0,Alone,0,27,653,20,15
2055,Postgraduate,35860.0,1,1,37,5,0,Alone,1,41,49,6,8
10766,Postgraduate,65526.0,0,1,22,2,0,Partner,0,50,506,17,2
4415,Graduate,16860.0,1,1,19,7,0,Partner,0,53,38,8,25
3005,Graduate,83528.0,0,0,7,1,0,Alone,2,22,1650,23,12
2223,Undergraduate,64176.0,0,1,52,6,0,Alone,0,49,1826,33,34
4817,Graduate,22304.0,0,0,91,8,0,Alone,0,58,18,4,33
2875,Graduate,67023.0,0,0,93,2,1,Partner,0,36,906,24,9
10536,Postgraduate,32892.0,1,0,78,8,0,Partner,0,43,46,8,8
11112,Graduate,70713.0,0,1,23,3,0,Partner,0,48,1477,25,34
3807,Graduate,59925.0,0,1,83,6,0,Partner,0,59,766,23,26
9197,Graduate,39722.0,0,1,92,5,0,Partner,0,61,47,7,11
10832,Graduate,46610.0,0,0,4,6,0,Partner,0,56,467,14,18
6421,Graduate,88347.0,0,0,32,1,0,Partner,1,53,2116,21,22
4207,Postgraduate,87171.0,0,0,27,2,0,Partner,2,33,1298,25,24
577,Undergraduate,26907.0,1,1,10,7,0,Partner,0,38,22,6,17
10855,Postgraduate,50014.0,1,0,9,5,0,Alone,0,46,396,15,12
3081,Postgraduate,41014.0,1,0,65,7,0,Partner,0,36,20,4,21
3535,Graduate,66294.0,0,0,68,2,0,Alone,0,49,967,13,10
247,Graduate,36715.0,1,0,16,9,0,Partner,0,43,357,19,26
8707,Graduate,79456.0,0,0,12,3,0,Partner,0,58,1401,16,29
9523,Graduate,40479.0,1,0,95,4,0,Partner,0,32,15,4,17
6072,Postgraduate,75345.0,0,0,16,3,0,Alone,1,44,2087,20,23
6295,Graduate,54233.0,0,1,46,8,0,Partner,0,37,981,26,21
10914,Graduate,24163.0,1,1,3,4,0,Alone,0,44,17,6,13
1509,Postgraduate,84460.0,0,0,80,5,0,Partner,4,56,523,22,21
5577,Graduate,43776.0,1,0,77,6,0,Partner,0,31,23,4,10
7348,Postgraduate,71691.0,0,0,0,2,0,Alone,0,56,1192,17,10
1127,Postgraduate,85844.0,0,0,62,2,0,Partner,1,41,1958,20,8
1833,Postgraduate,39190.0,1,0,91,5,0,Alone,0,40,133,9,9
4944,Graduate,71367.0,0,0,24,2,0,Partner,0,55,777,17,17
9080,Postgraduate,38578.0,1,1,2,8,0,Alone,0,42,73,9,19
6466,Postgraduate,57236.0,1,1,22,3,0,Partner,0,49,121,10,1
9964,Graduate,61825.0,0,1,56,4,0,Alone,0,35,424,15,18
4790,Graduate,79803.0,0,1,54,1,0,Alone,0,56,868,13,11
10245,Undergraduate,80910.0,0,0,71,1,0,Alone,0,28,756,15,27
1109,Postgraduate,27590.0,1,0,38,7,0,Partner,0,32,12,4,21
6001,Graduate,56775.0,0,1,62,5,0,Partner,0,35,937,25,23
5538,Graduate,83829.0,0,0,78,1,0,Alone,3,39,1862,17,17
10552,Undergraduate,54210.0,0,1,18,5,0,Partner,0,35,367,14,20
1545,Graduate,38508.0,1,0,95,8,0,Partner,0,28,443,20,23
7409,Graduate,53187.0,1,0,66,5,0,Partner,0,44,267,13,15
4444,Graduate,30023.0,1,0,28,8,0,Partner,0,42,61,6,10
146,Postgraduate,76045.0,0,0,78,2,0,Alone,1,54,1323,21,14
6271,Postgraduate,50870.0,0,1,13,5,0,Partner,0,62,63,6,7
